id,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,Other_Faults,defect_type
3314,118,129,1290093,1290103,87,11,15,9968,115,133,1360,0,1,40,0.1431,0.4733,0.6667,0.0073,0.9091,1.0,1.0,1.9395,1.0,1.1761,0.3333,-0.0651,0.266,0,0,0,0,0,1,0,Bumps
429,413,426,2023127,2023150,341,31,51,48231,96,127,1358,0,1,40,0.4896,0.5454,0.2973,0.0088,0.2903,1.0,1.0,2.6222,1.0792,1.7076,0.7027,-0.1339,0.9373,0,0,0,0,1,0,0,Dirtiness
5727,1324,1330,1566617,1566638,147,15,20,16908,105,132,1352,0,1,40,0.0266,0.2969,0.25,0.0044,0.4,1.0,1.0,2.1673,0.7782,1.2041,0.75,-0.0791,0.3241,0,0,0,0,0,0,1,Other_Faults
14900,899,907,675316,675327,63,12,13,10612,148,182,1652,1,0,100,0.6518,0.1484,0.75,0.0055,0.75,0.9231,1.0,1.7993,0.9542,1.0792,0.25,0.3146,0.215,0,0,0,0,0,0,1,Other_Faults
18308,39,214,1889165,1889228,6490,265,140,669614,36,124,1356,0,1,40,0.0575,0.413,0.3829,0.1289,0.6604,0.471,0.0,3.819,2.243,1.8261,-0.6171,-0.1933,1.0,0,0,1,0,0,0,0,K_Scatch
3221,1175,1188,1206871,1206989,110,16,12,13464,148,182,1387,0,1,40,0.6427,0.3091,0.75,0.0088,0.6875,0.9167,0.0,2.0414,1.0792,1.0414,-0.25,0.3283,0.3241,0,0,1,0,0,0,0,K_Scatch
17626,41,226,1488612,1488636,15050,653,387,1741571,27,141,1400,0,1,40,0.0557,0.476,0.9551,0.108,0.2352,0.4151,1.0,4.1746,2.2695,2.1732,0.0449,-0.0972,1.0,0,0,1,0,0,0,0,K_Scatch
8850,73,145,1466087,1466141,677,176,89,68416,116,134,1362,0,1,40,0.1067,0.5232,0.5616,0.0526,0.2639,0.5191,0.0,2.8189,1.8633,1.7324,-0.4384,-0.0019,1.0,0,0,1,0,0,0,0,K_Scatch
99,1582,1594,2887095,2887114,101,17,29,13987,110,127,1358,0,1,40,0.4569,0.5457,0.7059,0.0111,0.8421,1.0,1.0,2.0043,1.1761,1.4624,0.2941,-0.0731,0.3494,0,0,0,0,0,1,0,Bumps
12340,39,194,1809470,1809524,6430,192,137,688430,43,124,1358,0,1,40,0.0574,0.3884,0.3913,0.1156,0.785,0.4097,0.0,3.8061,2.1959,1.8513,-0.6087,-0.1925,1.0,0,0,1,0,0,0,0,K_Scatch
17631,662,670,2488529,2488541,88,15,15,8602,101,127,1656,1,0,80,0.9102,0.2267,0.6667,0.006,0.6667,1.0,1.0,1.9445,1.0,1.1761,0.3333,-0.1181,0.266,0,0,0,0,0,1,0,Bumps
14228,1146,1162,929571,929600,139,19,17,13025,89,111,1356,0,1,40,0.3074,0.5278,0.75,0.0118,0.6842,0.9412,0.0,2.143,1.2041,1.2041,-0.25,-0.2409,0.3241,0,1,0,0,0,0,0,Z_Scratch
4358,1109,1119,10440356,10440367,289,52,37,27785,107,126,1362,0,1,40,0.2047,0.6357,0.4,0.0176,0.5122,0.5454,0.0,2.4609,1.3802,1.301,-0.6,-0.0971,0.8299,0,0,0,0,0,1,0,Bumps
8844,2,11,2637324,2637334,169,20,21,16337,72,109,1687,1,0,200,0.0024,0.6563,0.55,0.0073,0.5,0.9524,1.0,2.2279,1.0,1.301,0.45,-0.2622,0.3663,0,0,0,0,0,0,1,Other_Faults
2559,41,216,2368032,2368203,6294,262,138,668126,41,126,1358,0,1,40,0.0604,0.4568,0.3841,0.1303,0.654,0.4604,0.0,3.798,2.248,1.8261,-0.6159,-0.1851,1.0,0,0,1,0,0,0,0,K_Scatch
2889,993,1004,1715283,1715307,134,17,11,14727,67,126,1688,1,0,60,0.882,0.2562,1.0,0.0081,0.6471,1.0,0.5,2.1271,1.0414,1.0414,0.0,-0.2395,0.3329,0,0,0,0,0,1,0,Bumps
8193,550,567,4072432,4072440,101,15,12,11431,92,132,1690,1,0,70,0.6777,0.3258,0.9167,0.0071,0.8,1.0,0.0,2.0043,1.0792,1.0792,-0.0833,-0.1146,0.2432,0,0,0,0,0,1,0,Bumps
15062,485,513,180920,180939,99,12,14,12587,125,143,1364,0,1,200,0.7665,0.3377,0.5714,0.0047,0.5833,1.0,1.0,1.9956,0.9031,1.1461,0.4286,0.0353,0.2195,0,0,0,0,0,0,1,Other_Faults
7472,1538,1557,1595433,1595447,617,12,40,61890,102,134,1687,0,1,150,0.1606,0.3038,0.4,0.0071,0.9167,1.0,1.0,2.8267,1.0792,1.6233,0.6,-0.0724,0.997,0,0,0,0,0,0,1,Other_Faults
15602,39,46,126951,126958,60,11,7,6293,89,111,1624,1,0,70,0.0425,0.2857,0.875,0.0049,0.7273,1.0,1.0,1.7781,0.9031,0.8451,0.125,-0.216,0.1622,1,0,0,0,0,0,0,Pastry
11515,39,212,1411801,1411815,6357,289,160,688430,41,124,1356,0,1,40,0.0604,0.4583,0.3864,0.1274,0.5475,0.4853,0.0,3.8343,2.238,1.8261,-0.6136,-0.1885,1.0,0,0,1,0,0,0,0,K_Scatch
3507,1032,1046,745890,745905,140,20,15,14838,81,135,1632,0,1,120,0.4621,0.3214,0.9333,0.0086,0.7,1.0,1.0,2.1461,1.1461,1.1761,0.0667,-0.2143,0.3509,0,0,0,0,0,0,1,Other_Faults
9012,1674,1684,1261077,1261088,106,18,12,5907,52,94,1692,1,0,70,0.0047,0.3,0.9167,0.0065,0.6111,1.0,1.0,2.0253,1.0414,1.0792,0.0833,-0.4207,0.2432,0,0,0,0,0,1,0,Bumps
10362,1505,1514,188817,188826,148,18,24,17753,114,132,1658,0,1,100,0.1755,0.3131,0.5556,0.0054,0.6,1.0,1.0,2.1703,0.9542,1.4314,0.4444,-0.0592,0.4025,0,0,0,0,0,0,1,Other_Faults
8981,386,394,853625,853638,59,11,9,7758,99,125,1353,0,1,200,0.4275,0.3131,0.8182,0.0081,1.0,1.0,0.0,1.7708,1.0414,0.9542,-0.1818,-0.1243,0.2051,0,0,0,0,0,0,1,Other_Faults
9079,727,739,1346996,1347021,200,18,30,22591,111,127,1373,0,1,40,0.9164,0.4417,0.4,0.0124,0.9444,1.0,1.0,2.301,1.2305,1.4771,0.6,-0.0862,0.5951,0,0,0,0,0,0,1,Other_Faults
13677,1126,1135,2632520,2632529,74,16,9,8596,97,131,1652,1,0,80,0.6259,0.4514,0.5789,0.0052,0.5,1.0,1.0,1.8692,0.8451,0.8451,0.4211,-0.1047,0.2432,0,0,0,0,0,1,0,Bumps
7733,1023,1050,990037,990193,76,30,9,9556,82,108,1370,1,0,80,0.5821,0.3158,0.2105,0.0142,0.3333,0.5556,0.0,1.8808,1.3617,0.699,-0.7895,-0.2661,0.1812,0,0,0,0,0,1,0,Bumps
15826,1324,1335,190885,190920,242,24,33,24672,84,109,1350,0,1,40,0.0325,0.4377,0.2727,0.0068,0.4583,1.0,1.0,2.3838,1.0414,1.5185,0.7273,-0.248,0.4913,0,0,0,0,0,0,1,Other_Faults
6074,41,218,2449833,2449893,5816,257,135,618320,39,127,1356,0,1,40,0.0605,0.4331,0.3699,0.1303,0.6264,0.4667,0.0,3.7884,2.248,1.7993,-0.6301,-0.1809,1.0,0,0,1,0,0,0,0,K_Scatch
13293,1253,1261,2519944,2519955,115,14,14,14429,92,127,1626,1,0,70,0.2485,0.2083,0.8571,0.0073,0.8571,1.0,0.0,2.0607,1.0792,1.1461,-0.1429,-0.1772,0.2901,0,0,0,0,0,1,0,Bumps
14577,542,558,1750768,1750835,803,67,406,101435,82,118,1362,0,1,200,0.3137,0.4495,0.1571,0.0066,0.1687,0.9931,1.0,2.9499,0.9542,2.2833,0.8429,-0.2738,0.9999,0,0,1,0,0,0,0,K_Scatch
16531,1207,1214,1009978,1009999,468,54,76,53536,110,134,1396,0,1,120,0.2143,0.4545,0.2143,0.0082,0.2407,0.9074,1.0,2.6702,1.0414,1.8389,0.7857,-0.0559,0.9212,0,0,0,0,0,0,1,Other_Faults
15352,853,860,86284,86313,101,20,14,9778,73,127,1692,1,0,70,0.9834,0.3982,0.9231,0.0095,0.65,0.9286,0.0,2.0043,1.1139,1.1139,-0.0769,-0.2096,0.2739,0,0,0,0,0,0,1,Other_Faults
5356,508,521,1689276,1689652,52,9,9,6293,102,127,1358,0,1,50,0.8793,0.2778,0.8889,0.0066,0.8889,1.0,1.0,1.716,0.9542,0.9542,0.1111,-0.1035,0.1773,0,0,0,1,0,0,0,Stains
13427,39,50,1206989,1207116,115,20,19,13595,104,125,1356,1,0,70,0.0544,0.3979,0.8571,0.0117,0.7,1.0,1.0,2.0607,1.2041,1.1461,0.1429,-0.109,0.3097,0,0,0,0,0,1,0,Bumps
2075,1474,1490,2265307,2265372,137,35,32,16669,84,117,1626,1,0,70,0.243,0.2868,0.2581,0.0053,0.4286,1.0,1.0,2.1367,0.9542,1.5051,0.7419,-0.2513,0.5659,1,0,0,0,0,0,0,Pastry
8830,1579,1590,7797464,7797516,204,15,18,21073,66,124,1358,0,1,40,0.1103,0.4103,0.5556,0.0074,0.6667,1.0,1.0,2.3032,1.0,1.2553,0.4444,-0.1902,0.4465,0,0,0,0,0,1,0,Bumps
10809,1215,1234,923170,923211,80,36,13,10024,107,126,1690,1,0,70,0.5088,0.5357,0.8,0.0142,0.6667,0.6154,0.0,1.9031,1.3802,0.9031,-0.2,-0.0902,0.2322,0,0,0,0,0,0,1,Other_Faults
18625,1120,1145,1319063,1319076,220,38,21,24816,104,119,1358,0,1,175,0.3137,0.5376,0.7368,0.0184,0.5862,0.5714,0.0,2.3424,1.3979,1.1461,-0.2632,-0.1285,0.4399,0,0,0,0,0,0,1,Other_Faults
4307,512,536,1250608,1250629,67,14,8,8123,101,149,1692,1,0,60,0.5191,0.2857,0.5714,0.0049,0.7857,1.0,0.0,1.8261,0.9031,0.8451,-0.4286,-0.0099,0.1892,0,0,0,0,0,1,0,Bumps
3506,1257,1270,1025376,1025473,264,13,28,28320,109,127,1353,0,1,40,0.1456,0.5,0.5,0.0052,0.5385,1.0,1.0,2.4216,0.8451,1.4472,0.5,-0.0965,0.6453,0,0,0,0,0,0,1,Other_Faults
12240,441,456,838654,838663,56,9,15,6345,114,140,1696,1,0,60,0.6196,0.375,0.6667,0.0047,0.8889,0.5833,0.0,1.7482,0.9031,0.8451,-0.3333,0.0086,0.1773,0,0,0,0,0,0,1,Other_Faults
14962,1525,1536,1211332,1211367,263,25,36,25516,93,124,1690,1,0,70,0.2361,0.4053,0.4091,0.0071,0.44,0.9655,1.0,2.42,1.0792,1.5563,0.5909,-0.1408,0.5362,0,0,0,0,0,0,1,Other_Faults
13978,1601,1613,179258,179312,375,33,50,39648,72,158,1690,1,0,70,0.0787,0.2589,0.3214,0.0089,0.3636,0.96,1.0,2.574,1.0792,1.6902,0.6786,-0.0625,0.8299,0,0,0,0,0,0,1,Other_Faults
1782,94,106,1465420,1465433,60,12,14,7768,95,111,1358,1,0,70,0.1224,0.5071,0.5,0.0052,0.5833,1.0,1.0,1.7781,0.8451,1.1461,0.5,-0.1805,0.204,0,1,0,0,0,0,0,Z_Scratch
6268,387,403,125813,125827,161,17,16,15359,77,111,1687,1,0,80,0.5802,0.2042,0.9375,0.0109,0.8824,1.0,1.0,2.2068,1.1761,1.2041,0.0625,-0.2359,0.3977,0,0,0,0,0,0,1,Other_Faults
10393,1065,1084,90910,90937,576,33,26,61497,96,127,1650,1,0,80,0.0605,0.3825,0.8846,0.0184,0.8261,0.7308,0.0,2.7566,1.3979,1.2787,-0.1154,-0.1099,0.9104,0,0,0,0,0,1,0,Bumps
6173,41,212,949136,949144,6181,263,141,686356,41,126,1356,0,1,40,0.0604,0.4293,0.3771,0.1274,0.6578,0.4667,0.0,3.813,2.238,1.8195,-0.6229,-0.1926,1.0,0,0,1,0,0,0,0,K_Scatch
5470,729,740,508236,508253,116,15,12,10704,73,125,1652,1,0,70,0.8693,0.256,0.8571,0.0103,0.9333,1.0,0.0,2.0645,1.1461,1.0792,-0.1429,-0.2145,0.2901,0,0,0,0,0,1,0,Bumps
1808,817,843,2530763,2530797,375,37,40,39229,115,134,1360,0,1,40,0.6427,0.4327,0.4193,0.0324,0.8649,0.7,0.0,2.574,1.6435,1.5911,-0.5806,-0.045,0.9157,0,0,0,0,0,1,0,Bumps
5589,39,191,1505915,1505982,11388,652,378,1273434,33,141,1400,0,1,40,0.0557,0.505,0.9591,0.1071,0.2428,0.4114,0.0,4.0718,2.1761,2.1761,-0.0409,-0.0986,1.0,0,0,1,0,0,0,0,K_Scatch
2942,39,218,4639210,4639275,16052,562,343,1835252,27,127,1358,0,1,40,0.0557,0.5876,0.8833,0.1364,0.2547,0.3744,0.0,3.2292,2.248,1.9685,-0.1167,-0.1874,1.0,0,0,0,0,0,0,1,Other_Faults
12504,42,49,1110852,1110856,128,17,13,14121,103,125,1364,1,0,70,0.0795,0.2622,0.9231,0.0096,0.7647,0.9231,0.0,2.1072,1.1139,1.0792,-0.0769,-0.1161,0.2914,0,0,0,0,0,1,0,Bumps
16779,1084,1096,3874199,3874268,170,22,15,20199,118,132,1373,0,1,40,0.1605,0.5497,0.6011,0.011,0.6364,0.9333,0.0,2.2304,1.1761,1.1461,-0.3889,-0.0574,0.4399,0,0,0,0,0,1,0,Bumps
6731,731,736,2071945,2071956,60,10,11,7164,111,126,1356,0,1,40,0.8659,0.2597,0.6364,0.0062,0.8,1.0,1.0,1.7781,1.0,1.0414,0.3636,-0.0703,0.1822,0,0,0,0,0,1,0,Bumps
9162,724,733,9496251,9496258,111,19,22,12602,96,127,1360,0,1,40,0.8667,0.3254,1.0,0.0096,0.6842,0.8182,0.5,2.0453,1.1139,1.2553,0.0,-0.1482,0.2914,0,0,0,0,0,0,1,Other_Faults
9154,389,399,1659737,1659760,125,14,14,14618,91,133,1652,1,0,70,0.5691,0.256,0.8571,0.0071,0.8571,1.0,1.0,2.0969,1.0792,1.1461,0.1429,-0.1146,0.2901,0,0,0,0,0,1,0,Bumps
2125,1197,1219,1025376,1025473,250,56,37,29002,114,141,1364,0,1,40,0.2378,0.6542,0.3252,0.0243,0.5,0.5294,0.0,2.3979,1.5185,1.4314,-0.6748,-0.0251,0.9172,0,0,0,0,0,1,0,Bumps
17367,1568,1588,949655,949669,525,61,49,588321,79,108,1684,1,0,70,0.1182,0.6414,0.3514,0.0118,0.2546,0.7838,1.0,2.7235,1.2041,1.6812,0.6486,-0.2744,0.9172,0,0,0,0,0,0,1,Other_Faults
17065,619,630,430948,430980,178,20,23,17124,84,126,1358,1,0,100,0.9231,0.2464,0.3478,0.0074,0.5,1.0,1.0,2.2504,1.0,1.3617,0.6522,-0.2033,0.463,1,0,0,0,0,0,0,Pastry
8562,15,29,155255,155262,101,19,19,12413,112,134,1356,0,1,70,0.0216,0.4815,0.3333,0.0066,0.4737,0.9474,1.0,2.0043,0.9542,1.2553,0.6667,-0.0548,0.3601,0,1,0,0,0,0,0,Z_Scratch
18132,923,931,28542,28553,84,12,12,8949,77,132,1692,1,0,60,0.8664,0.303,0.9167,0.0065,0.9167,1.0,1.0,1.9243,1.0414,1.0792,0.0833,-0.1923,0.2432,0,0,0,0,0,1,0,Bumps
2580,1580,1590,2690125,2690135,66,11,10,6634,78,127,1690,1,0,70,0.1116,0.25,0.8,0.0059,0.9091,1.0,1.0,1.8195,1.0,1.0,0.2,-0.2035,0.2061,1,0,0,0,0,0,0,Pastry
13703,0,14,96252,96269,594,36,87,62357,94,132,1687,0,1,200,0.0,0.425,0.1264,0.0089,0.4444,1.0,1.0,2.7738,1.0792,1.9395,0.8736,-0.1452,0.9874,0,0,0,0,0,0,1,Other_Faults
1614,1219,1234,728912,728995,4214,175,128,445047,41,124,1360,0,1,40,0.1906,0.3987,0.3616,0.1016,0.6914,0.5313,0.0,3.6247,2.1399,1.7924,-0.6384,-0.1908,1.0,0,0,1,0,0,0,0,K_Scatch
7075,39,212,2776296,2776362,6543,274,141,677554,39,126,1356,0,1,40,0.0575,0.4206,0.3743,0.1276,0.6423,0.4823,0.0,3.8146,2.238,1.8195,-0.6257,-0.1851,1.0,0,0,1,0,0,0,0,K_Scatch
1899,1578,1590,2837245,2837268,139,13,20,1584,77,109,1690,1,0,70,0.0,0.3278,0.45,0.0053,0.7692,1.0,1.0,2.143,0.9542,1.301,0.55,-0.3286,0.3068,0,0,0,0,0,0,1,Other_Faults
4599,621,632,639848,639857,155,18,20,18052,99,127,1362,0,1,120,0.6995,0.4167,0.45,0.0125,0.9444,1.0,1.0,2.1903,1.2305,1.301,0.55,-0.1404,0.3663,0,0,0,0,1,0,0,Dirtiness
10892,1033,1059,2887460,2887476,59,21,8,6685,118,135,1650,1,0,69,0.3853,0.4396,0.8125,0.0142,0.8571,0.75,0.0,1.7708,1.3802,0.7782,-0.1875,-0.0019,0.2083,0,0,0,0,0,0,1,Other_Faults
13641,621,632,438867,438919,158,15,36,17419,93,132,1364,0,1,100,0.9106,0.2899,0.2727,0.0073,0.6667,1.0,1.0,2.1987,1.0,1.5563,0.7273,-0.1132,0.5626,0,0,0,0,0,0,1,Other_Faults
2818,214,226,1814642,1814708,66,12,10,8166,104,132,1692,1,0,70,0.2815,0.3636,1.0,0.0079,0.9167,1.0,0.5,1.8195,1.0414,1.0,0.0,-0.0978,0.2061,0,0,0,0,0,1,0,Bumps
6392,1075,1084,3866538,3866570,69,13,18,7882,98,133,1373,0,1,40,0.4686,0.2556,0.7647,0.0066,0.6923,1.0,1.0,1.8389,0.9542,1.2553,0.2353,-0.1097,0.2408,0,0,0,0,0,1,0,Bumps
16866,799,804,11150448,11150470,263,25,50,30104,78,127,1364,0,1,40,0.809,0.3,0.35,0.0066,0.36,1.0,1.0,2.42,0.9542,1.699,0.65,-0.1801,0.6574,1,0,0,0,0,0,0,Pastry
971,557,567,732308,732327,176,24,19,19997,91,126,1364,0,1,40,0.7516,0.3862,0.7037,0.0096,0.2778,1.0,1.0,2.2455,1.1139,1.2787,0.2963,-0.1561,0.3479,0,0,0,0,0,1,0,Bumps
8190,41,218,1825287,1825355,6277,262,153,647965,42,126,1358,0,1,40,0.0604,0.4707,0.3785,0.1303,0.6146,0.3931,0.0,3.7977,2.248,1.8261,-0.6215,-0.1924,1.0,0,0,1,0,0,0,0,K_Scatch
6426,220,229,1116878,1116892,64,10,10,7502,108,124,1364,1,0,70,0.2872,0.2,0.8,0.0037,0.7,1.0,1.0,1.8062,0.699,1.0,0.2,-0.0645,0.2061,1,0,0,0,0,0,0,Pastry
6359,321,328,294032,294036,18,9,5,255,104,119,1358,0,1,50,0.4439,0.4368,0.5714,0.0052,0.7778,1.0,0.0,1.2553,0.8451,0.6021,-0.4286,-0.1317,0.1384,0,0,0,1,0,0,0,Stains
14235,1362,1372,2993150,2993160,66,11,10,6884,91,133,1692,1,0,60,0.4327,0.2556,0.9,0.0059,0.9091,1.0,1.0,1.8195,1.0,1.0,0.1,-0.1191,0.1954,0,0,0,0,0,0,1,Other_Faults
13402,816,822,294032,294036,12,6,4,1535,112,142,1358,0,1,50,0.8073,0.3333,0.6667,0.0044,1.0,1.0,0.0,1.0792,0.7782,0.6021,-0.3333,0.0091,0.1353,0,0,0,1,0,0,0,Stains
18034,532,542,560425,560445,145,14,20,16455,101,134,1308,0,1,40,0.76,0.4111,0.4,0.0079,0.7857,1.0,1.0,2.1614,1.0414,1.301,0.6,-0.0998,0.3977,0,0,0,0,0,1,0,Bumps
7102,1325,1334,2932024,2932064,89,15,12,9120,90,119,1387,0,1,40,0.0443,0.3232,0.9091,0.0096,0.8667,0.9167,0.0,1.9494,1.1139,1.0414,-0.0909,-0.1776,0.2173,0,0,0,0,0,0,1,Other_Faults
9537,1224,1235,677184,677200,98,16,17,10855,107,133,1358,0,1,175,0.2055,0.4593,0.6,0.0066,0.5625,1.0,1.0,1.9912,0.9542,1.2359,0.4,-0.068,0.2469,0,1,0,0,0,0,0,Z_Scratch
219,0,8,695980,696006,116,20,24,13355,86,117,1687,0,1,120,0.0,0.2875,0.3125,0.0059,0.55,1.0,1.0,2.0645,0.9031,1.3802,0.6875,-0.189,0.3012,0,0,0,0,0,0,1,Other_Faults
13842,126,151,214065,214075,2358,69,37,233778,88,124,1687,0,1,200,0.239,0.4337,0.16,0.0188,0.3823,0.8696,1.0,3.3725,1.415,2.0294,0.84,-0.2147,1.0,0,0,0,0,0,0,1,Other_Faults
8290,1111,1121,2932024,2932064,209,43,41,27180,86,127,1360,0,1,40,0.6576,0.5,0.3448,0.0103,0.2121,0.8049,1.0,2.3201,1.1461,1.4624,0.6552,-0.1522,0.8019,0,0,0,0,0,1,0,Bumps
14832,1271,1283,2887095,2887114,521,67,198,53142,77,135,1364,0,1,120,0.0894,0.4647,0.1319,0.0088,0.1471,1.0,1.0,2.7152,1.0792,2.2945,0.8681,-0.1301,0.9979,1,0,0,0,0,0,0,Pastry
6358,39,184,7300641,7300696,4130,226,114,46365,119,135,1358,0,1,40,0.0575,0.6414,0.3514,0.0553,0.7123,0.5349,0.0,3.616,1.8325,1.699,-0.6486,-0.0178,1.0,0,0,1,0,0,0,0,K_Scatch
15842,154,156,1589161,1589168,66,8,10,6625,95,116,1656,1,0,60,0.2088,0.3838,0.5454,0.0036,0.75,1.0,1.0,1.8195,0.7782,1.0414,0.4545,-0.1755,0.1715,1,0,0,0,0,0,0,Pastry
8059,39,194,4201928,4201948,12729,634,374,1482862,33,141,1402,0,1,40,0.0613,0.6009,0.8824,0.1129,0.2413,0.4492,1.0,4.1084,2.1987,2.1818,0.1177,-0.0971,1.0,0,0,1,0,0,0,0,K_Scatch
15240,1324,1332,612662,612672,140,13,18,5966,40,84,1352,1,0,70,0.0,0.4667,0.5333,0.0051,0.6154,1.0,1.0,2.1461,0.8451,1.1761,0.4667,-0.5644,0.2116,0,0,0,0,0,0,1,Other_Faults
16377,717,728,3277804,3277821,102,20,15,10704,105,133,1360,1,0,40,0.8297,0.4394,0.8,0.0115,0.65,1.0,1.0,2.0043,1.2041,1.1761,0.2,-0.084,0.2739,0,0,0,0,0,1,0,Bumps
12004,615,623,7754878,7754931,51,11,15,5778,102,124,1692,1,0,100,0.7691,0.3583,0.5333,0.0052,0.6364,1.0,1.0,1.7076,0.8451,1.1761,0.4667,-0.1155,0.2288,0,0,0,0,0,0,1,Other_Faults
5432,0,14,98402,98450,1006,99,167,98616,100,149,1687,1,0,80,0.0,0.4486,0.0968,0.0145,0.2353,0.9825,1.0,3.0026,1.3802,2.1399,0.9032,-0.1212,1.0,0,0,0,0,0,0,1,Other_Faults
213,1588,1610,612662,612672,87,9,12,8106,77,109,1692,1,0,60,0.0047,0.2875,0.8,0.0047,1.0,1.0,1.0,1.9395,0.9031,1.0792,0.2,-0.2816,0.2288,0,0,0,0,0,1,0,Bumps
9007,49,76,505964,506035,2409,106,56,301138,72,198,1687,1,0,80,0.0782,0.7209,0.1481,0.0428,0.4595,0.6279,0.0,3.3813,1.7634,1.5051,-0.8518,0.2896,1.0,0,0,0,0,0,0,1,Other_Faults
15780,39,193,1821207,1821379,10986,652,375,1273434,38,142,1402,0,1,40,0.0556,0.5101,0.9459,0.1084,0.2398,0.4226,1.0,4.0391,2.1818,2.2355,0.054,-0.1033,1.0,0,0,1,0,0,0,0,K_Scatch
4285,1324,1335,618457,618502,275,36,33,28986,92,132,1364,0,1,40,0.0369,0.2702,0.2647,0.0088,0.4444,1.0,1.0,2.4393,1.0792,1.5315,0.7353,-0.1313,0.6142,1,0,0,0,0,0,0,Pastry
18275,41,212,2377039,2377320,6117,299,149,618954,36,124,1358,0,1,40,0.0605,0.4644,0.3659,0.1276,0.6996,0.4114,1.0,3.7863,2.238,1.7404,0.6342,-0.1937,1.0,0,0,1,0,0,0,0,K_Scatch
2251,1325,1332,2265683,2265692,125,15,28,13334,108,127,1687,1,0,200,0.0293,0.4167,0.2857,0.0047,0.5333,1.0,1.0,2.0969,0.9031,1.4472,0.7143,-0.084,0.2901,0,0,0,0,0,0,1,Other_Faults
12547,1260,1272,464503,464538,339,47,47,3772,105,141,1362,0,1,40,0.19,0.4949,0.4848,0.0206,0.3784,0.5454,1.0,2.5302,1.4472,1.6628,0.5152,-0.0702,0.9537,0,0,0,0,0,0,1,Other_Faults
10664,1043,1106,333373,333576,2691,189,214,2638402,101,135,1356,1,0,70,0.2835,0.8767,0.9688,0.0251,0.1209,0.8261,0.0,3.4299,1.5315,2.3075,-0.0313,-0.0945,1.0,0,1,0,0,0,0,0,Z_Scratch
18459,621,632,2036193,2036297,733,69,70,65563,99,133,1364,0,1,100,0.9106,0.4886,0.1884,0.0081,0.1642,0.9857,1.0,2.8802,1.0414,1.8389,0.8116,-0.1205,0.9998,0,0,0,0,1,0,0,Dirtiness
18013,41,214,1399301,1399304,6494,275,134,649801,38,124,1358,0,1,40,0.0604,0.4331,0.3886,0.1289,0.6387,0.4043,0.0,3.8077,2.243,1.8389,-0.6114,-0.1871,1.0,0,0,1,0,0,0,0,K_Scatch
16017,1326,1333,1299250,1299257,137,21,21,15896,96,126,1362,1,0,40,0.0325,0.2328,0.4286,0.0066,0.4286,1.0,1.0,2.1399,0.9542,1.3222,0.5714,-0.1482,0.3197,1,0,0,0,0,0,0,Pastry
3320,1260,1266,1273552,1273556,51,16,20,4557,61,123,1354,1,0,70,0.1456,0.48,0.6,0.0066,0.5625,1.0,1.0,1.6721,0.9542,1.301,0.4,-0.2701,0.2384,0,0,0,0,0,0,1,Other_Faults
16963,1563,1582,78207,78276,318,41,39,31789,87,110,1692,1,0,80,0.0024,0.3373,0.4783,0.0129,0.6765,0.7241,1.0,2.5024,1.3617,1.5441,0.5217,-0.2529,0.8153,0,0,0,0,0,1,0,Bumps
11488,472,486,2636449,2636459,655,37,43,61966,114,150,1373,0,1,40,0.5074,0.5249,0.36,0.0096,0.2116,0.9255,1.0,2.8802,1.1139,1.6233,0.64,0.0343,0.9549,0,0,0,0,0,0,1,Other_Faults
12411,41,214,7261606,7261658,4788,261,91,516343,64,127,1358,0,1,40,0.0604,0.3961,0.3512,0.1259,0.6552,0.5824,0.0,3.6802,2.233,1.716,-0.6489,-0.1675,1.0,0,0,1,0,0,0,0,K_Scatch
8029,1069,1090,70457,70478,279,41,42,32335,80,124,1362,0,1,40,0.3827,0.6179,0.7576,0.0243,0.5156,0.5122,0.0,2.4456,1.5185,1.6233,-0.2424,-0.2409,0.8183,0,0,0,0,0,1,0,Bumps
4397,212,222,945549,945557,81,14,11,9452,97,132,1356,1,0,70,0.2552,0.3485,0.9167,0.0088,0.8571,1.0,0.0,1.9085,1.0792,1.0414,-0.0833,-0.1485,0.2432,0,1,0,0,0,0,0,Z_Scratch
14123,1325,1334,2339660,2339663,182,24,24,19549,95,125,1358,0,1,40,0.0,0.3567,0.3333,0.0066,0.375,1.0,1.0,2.2601,0.9542,1.3802,0.6667,-0.1388,0.4025,0,0,0,0,0,0,1,Other_Faults
7922,41,192,1448373,1448535,11089,593,115,1270726,31,141,1402,0,1,40,0.0585,0.5793,0.9669,0.1077,0.5071,0.5313,0.0,4.0449,2.179,2.1644,-0.0331,-0.0945,1.0,0,0,1,0,0,0,0,K_Scatch
